cluster,mechanic,track,name,address,postcode,street,website,phone,email,email_alt,email_quality,already_contacted,type,rating,reviews,note,placeId,googleMapsUri
Herne Hill,curated_object,flowers,Brothers Green The Florist,"4-6 Half Moon Ln, London",SE24 9HU,Half Moon Ln,http://www.brothersgreenuk.com/,+44 7865 172138,info@concretejunglelondon.com,hello@brothersgreenuk.com,ok,no,Florist,5,46,,ChIJazsTkEoFdkgRoSYdM6W04Dk,https://maps.google.com/?cid=4170531876565231265&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,curated_object,fashion,Brothers Green Vintage,"4 Half Moon Ln, London",SE24 9HU,Half Moon Ln,https://brothersgreenuk.com/,,info@concretejunglelondon.com,hello@brothersgreenuk.com,ok,no,Clothing store,5,11,,ChIJMbFoacQFdkgReKzUs9DYqSE,https://maps.google.com/?cid=2425708265197579384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,curated_object,books,Herne Hill Books,"289 Railton Rd, London",SE24 0LY,Railton Rd,https://www.claphambooks.com/herne-hill,+44 20 7998 1673,shop@claphambooks.com,shop@hernehillbooks.com,ok,no,Book store,4.5,42,,ChIJCSCpJnMEdkgRLDbrqeB3B5I,https://maps.google.com/?cid=10522510861181597228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,curated_object,fashion,Lark Herne Hill,"317 Railton Rd, London",SE24 0JN,Railton Rd,https://www.larklondon.com/,+44 20 7737 6599,hello@larklondon.com,larklondonbuyingteam@gmail.com,ok,yes,Gift shop,4.8,103,,ChIJhVH6cd4FdkgRyia2Nx3pbsI,https://maps.google.com/?cid=14010391802494199498&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,curated_object,books,The Paper Cat Children's Bookshop,"25 Half Moon Ln, London",SE24 9JU,Half Moon Ln,https://www.papercatbookshop.co.uk/,+44 20 4568 1309,info@papercatbookshop.co.uk,,ok,no,Book store,5,29,,ChIJudsopR4FdkgRxoV1IRkEb4I,https://maps.google.com/?cid=9398735453327558086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,curated_object,wine,Wild + Lees,"2 Half Moon Ln, London",SE24 9HU,Half Moon Ln,http://www.wildandlees.com/,+44 7985 218570,hello@wildandlees.com,,ok,no,Liquor store,4.8,87,,ChIJD-64OXMEdkgRC456qxynh8Q,https://maps.google.com/?cid=14161471294867672587&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,curated_object,fashion,Wish,"238 Railton Rd, London",SE24 0JT,Railton Rd,,+44 7949 298956,,,no_website,no,Gift shop,4.7,21,,ChIJFWXxL3MEdkgR-Sk4D3wiX6A,https://maps.google.com/?cid=11555993085082610169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,empty_chair,empty_chair,Aitch SE24,"22 Half Moon Ln, London",SE24 9HU,Half Moon Ln,https://www.aitch.london/,+44 20 7733 5649,hello@aitch.london,,ok,no,Hair salon,4.9,70,,ChIJA0IJWnMEdkgRtB_5QdATCxE,https://maps.google.com/?cid=1228097108569563060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,empty_chair,empty_chair,Clepsydra Barbers,"2A Half Moon Ln, London",SE24 9HU,Half Moon Ln,https://clepsydra-barbers.ueniweb.com/,+44 20 7738 7483,diako12345@hotmail.com,,ok,no,Barber shop,4.8,452,,ChIJ4yeI4cYFdkgRMC2EyE2ao5E,https://maps.google.com/?cid=10494401215570652464&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,empty_chair,empty_chair,Fringe Hair Salon,"19 Half Moon Ln, London",SE24 9JU,Half Moon Ln,http://www.fringehernehill.com/,+44 20 7738 3940,info@fringehernehill.com,,ok,no,Hair salon,4.7,27,,ChIJjxarXXMEdkgRQZJytZyKsJQ,https://maps.google.com/?cid=10714215919178125889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,empty_chair,empty_chair,Glistering Nails,"21 Half Moon Ln, London",SE24 9JU,Half Moon Ln,,+44 20 7733 1361,,,no_website,no,Nail salon,4.3,40,,ChIJVfMsXHMEdkgRQYuIk4IR4gs,https://maps.google.com/?cid=856266131672435521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,empty_chair,empty_chair,Myla and Davis,"204 Railton Rd, London",SE24 0JT,Railton Rd,http://www.mylaanddavis.co.uk/,+44 20 7207 2865,weddings@mylaanddavis.co.uk,jose@mylaanddavis.co.uk,ok,no,Hair salon,4.7,165,,ChIJ4-Kb4HIEdkgRlsYvoiVos_I,https://maps.google.com/?cid=17488436288853886614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,empty_chair,empty_chair,Our Little Secret,"118 Railton Rd, London",SE24 0JX,Railton Rd,https://www.ourlittlesecrethernehill.com/,+44 7934 586863,ourlittlesecretisus@gmail.com,,ok,no,Hair salon,4.9,35,,ChIJQ1qrenIEdkgRGZoO2UvVbus,https://maps.google.com/?cid=16964731368092113433&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Arapina Bakery - Herne Hill Market,"Railton Rd, London",SE24 0JN,Railton Rd,https://arapina.co.uk/,+44 20 8469 1764,marketing@arapina.co.uk,info@arapina.co.uk,ok,no,Bakery,3.5,2,,ChIJd7P8cu0FdkgRkwZisQatl6M,https://maps.google.com/?cid=11788080793922963091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Blackbird Bakery Herne Hill,"230 Railton Rd, London",SE24 0JT,Railton Rd,http://www.blackbirdbakerylondon.co.uk/,+44 20 7095 8800,blackbirdbakerylondon@gmail.com,,ok,no,Bakery,3.8,361,,ChIJLY9E3nIEdkgRraPhyUlJPsc,https://maps.google.com/?cid=14356993243372168109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Cafe' del Cuore (cafe' of the heart),"135 Half Moon Ln, London",SE24 9JY,Half Moon Ln,,+44 20 8166 6205,,,no_website,no,Deli,4.7,136,,ChIJtUniX3UEdkgRE6dJFifiUgc,https://maps.google.com/?cid=527732763861296915&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Christopher's,"145 Half Moon Ln, London",SE24 9JY,Half Moon Ln,https://www.christophers-bakery.com/,,christophersfoh@gmail.com,,ok,no,Bakery,4.4,204,,ChIJYcwwmIoDdkgRCC4HcIPpeYM,https://maps.google.com/?cid=9473860041880055304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Flo's,"23 Half Moon Ln, London",SE24 9JU,Half Moon Ln,,,,,no_website,no,Coffee shop,4.2,39,,ChIJiR62zSYFdkgR0pIMP_uzh5c,https://maps.google.com/?cid=10918893713259008722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,GAIL's Bakery Herne Hill,"214-216 Railton Rd, London",SE24 0JT,Railton Rd,https://gailsbread.co.uk/bakeries/herne-hill/,+44 20 3848 9716,mirandasmith04@yahoo.co.uk,tom_molnar@breadltd.co.uk,chain_hq,no,Bakery,3.6,158,,ChIJSZfqN_UFdkgRNz00tMa0JX8,https://maps.google.com/?cid=9161927782474988855&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Herne Hill Foods,"240 Railton Rd, London",SE24 0JT,Railton Rd,,+44 20 7738 3400,,,no_website,no,Restaurant,4.3,3,,ChIJbcqu1ugFdkgRrye3IrI2igI,https://maps.google.com/?cid=183018873576433583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Kai Hung,"88 Railton Rd, London",SE24 0LD,Railton Rd,http://www.kaihungonline.co.uk/,+44 20 7733 6566,khlondonuk@hotmail.com,,ok,no,Takeout restaurant,3.9,109,,ChIJTVXxdm4EdkgR4ppvLr9O4Ks,https://maps.google.com/?cid=12384985558293650146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Koala Coffee & Ice Cream,"64 Railton Rd, London",SE24 0LF,Railton Rd,http://www.koalacoffee.co.uk/,,koala@koalacoffee.co.uk,info@minus12.co.uk,ok,no,Coffee shop,4.8,214,,ChIJMQkh54IFdkgRtCH3P3FQxBQ,https://maps.google.com/?cid=1496409423528534452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Llewelyn's,"293-295 Railton Rd, London",SE24 0JP,Railton Rd,https://www.llewelyns-restaurant.co.uk/,,bookings@llewelyns-restaurant.co.uk,,ok,no,Restaurant,4.6,628,,ChIJ35SN4HIEdkgR2J0HhGI6RMo,https://maps.google.com/?cid=14574838488874065368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Macatia and Coffee,"1A Half Moon Ln, London",SE24 9JU,Half Moon Ln,http://www.macatia.co.uk/,,info@stagheaddesigns.com,,ok,no,Coffee shop,4.9,71,,ChIJOaTXQzYFdkgRoxXKaqVQCH8,https://maps.google.com/?cid=9153654914021987747&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Maureen's Brixton Kitchen,"52 Railton Rd, London",SE24 0LF,Railton Rd,https://www.instagram.com/maureensbrixtonkitchen,+44 7940 382501,,,none,no,Restaurant,4.6,368,,ChIJx79BMgAFdkgRexmLQzhya-k,https://maps.google.com/?cid=16819662819322173819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Mino Pottery Painting & Cafe,"16 Half Moon Ln, London",SE24 9HU,Half Moon Ln,https://www.minopotterypainting.co.uk/,+44 20 3815 2671,contact@minopotterypainting.co.uk,,ok,no,Cafe,4.8,103,,ChIJf0U5FqEFdkgRewELzcV1YJQ,https://maps.google.com/?cid=10691675007786615163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,"Perks & White coffee, Herne Hill Station","Station Ticket Hall, Herne Hill, Railton Rd, London",SE24 0JW,Railton Rd,http://www.perksandwhite.com/,+44 7848 172681,hello@perksandwhite.com,,ok,no,Coffee shop,4.6,187,,ChIJYZdOSd8FdkgRhaN1Xb1louI,https://maps.google.com/?cid=16330727062790054789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,"Perks & White coffee, Ticket Hall - Herne Hill Station","Ticket Hall, Herne Hill Station, Railton Rd, London",SE24 0JW,Railton Rd,https://www.perksandwhite.com/,+44 20 8678 0002,hello@perksandwhite.com,,ok,no,Cafe,4.2,25,,ChIJS1N1x8UFdkgRxrB-JT2ocws,https://maps.google.com/?cid=825188137314463942&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Railton Lounge,"126 Railton Rd, London",SE24 0JX,Railton Rd,,+44 7398 865020,,,no_website,no,Coffee shop,4,8,,ChIJuc7P7JMFdkgRsy0UqO0RtW0,https://maps.google.com/?cid=7905244433343589811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,Sesami,"307 Railton Rd, London",SE24 0JN,Railton Rd,http://www.sesami.co.uk/,+44 7519 433136,hellosesami@gmail.com,,ok,no,Coffee shop,4.4,149,,ChIJ1WQWdlgFdkgRfzf9HS19rsw,https://maps.google.com/?cid=14748863462415087487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Herne Hill,end_of_day_food,end_of_day_food,West 16th,"137 Half Moon Ln, London",SE24 9JY,Half Moon Ln,https://www.west16th.co.uk/,,zita@west16th.co.uk,w16dulwich@west16th.co.uk,ok,no,Restaurant,4.6,133,,ChIJcS9s55YDdkgRF89wWceXOvY,https://maps.google.com/?cid=17742660564434341655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,curated_object,books,ABLE REBIRTH RECORDS,"0 1, Green Man Court, 229 Coldharbour Ln, London",SW9 8RR,Coldharbour Ln,https://soloist.ai/ablerebirthrecords,+44 7950 756461,info@evowlvedbrands.com,,platform,no,Manufacturer,5,4,,ChIJ51yHpd8FdkgRL59IKZvwtoY,https://maps.google.com/?cid=9707210596046905135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,curated_object,books,Beautiful Books,"24 Brixton Station Rd, London",SW9 8PD,Brixton Station Rd,http://lef-beautifulbooks.co.uk/,+44 20 7738 3302,servicebeautifulbooks@yahoo.co.uk,,ok,no,Book store,4.8,28,,ChIJq6qqqmcEdkgR2tfsTEIov5I,https://maps.google.com/?cid=10574214715312756698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,curated_object,books,BookMongers,"439 Coldharbour Ln, London",SW9 8LN,Coldharbour Ln,https://bookmongers.com/,+44 20 7738 4225,book.mongers80@gmail.com,info@bookmongers.com,ok,no,Book store,4.8,451,,ChIJ1fPOjmgEdkgRRYpRE3705TM,https://maps.google.com/?cid=3739663887928232517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,curated_object,wine,Bottle + Rye,"Ground Floor, 404-406 Market Row, London",SW9 8LD,Market Row,http://www.bottleandrye.com/,,reservations@bottleandrye.com,robin@crabcommunications.com,ok,no,Wine bar,4.6,149,,ChIJ30NQAHAFdkgRyEiuSYFeISI,https://maps.google.com/?cid=2459350780900952264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,curated_object,fashion,Diverse,"390 Coldharbour Ln, London",SW9 8LF,Coldharbour Ln,http://www.diversegifts.co.uk/,+44 20 7733 1488,info@diversegifts.co.uk,,ok,no,Gift shop,4.8,74,,ChIJEe-5Sm8EdkgR9ze50_3dJ7I,https://maps.google.com/?cid=12837473345091483639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,curated_object,fashion,Full Moon Designs,"8, Brixton Village, First Avenue, London",SW9 8PR,First Avenue,http://fullmoondesigns.co.uk/,+44 7947 485376,contact@fullmoondesigns.co.uk,,ok,no,Jewelry store,4.8,53,,ChIJZcf8qGgEdkgRriN3xuKHP08,https://maps.google.com/?cid=5710432260591133614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,curated_object,wine,Ghost Whale,"70 Atlantic Rd, London",SW9 8PX,Atlantic Rd,http://www.ghostwhalelondon.com/,+44 20 7207 1641,brixton@ghostwhalelondon.com,putney@ghostwhalelondon.com,ok,no,Liquor store,4.8,454,,ChIJ09CeNW8EdkgR5JUbLsXdylg,https://maps.google.com/?cid=6398170059585066468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,curated_object,fashion,Lalune London,"Lalune, 24 Market Row, London",SW9 8LB,Market Row,http://lalunelondon.com/,+44 7511 641910,contact@lalunelondon.com,,ok,no,Jewelry store,4.9,53,,ChIJy6FSmoup2EcRUYrFLM0dels,https://maps.google.com/?cid=6591613771666786897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,curated_object,fashion,Rachel & Malika's,"Granville Arcade, Coldharbour Ln, London",SW9 8PR,Coldharbour Ln,http://www.rachelandmalikas.com/,+44 7988 318125,rachelandmalikas@gmail.com,,ok,no,Gift shop,4.6,12,,ChIJxy6Lq2gEdkgRLu6IXLr7KNc,https://maps.google.com/?cid=15503918495057899054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,curated_object,books,Round Table Books,"Brixton Village, 10-11 Granville Arcade, Coldharbour Ln, London",SW9 8PR,Coldharbour Ln,http://roundtablebooks.co.uk/,+44 20 7274 0030,bookshop@roundtablebooks.co.uk,,ok,no,Book store,4.7,106,,ChIJjYfNROgFdkgRU8pS_rm186U,https://maps.google.com/?cid=11958101246039214675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,403 Barber Lane Brixton,"403 Coldharbour Ln, London",SW9 8LQ,Coldharbour Ln,https://www.403barberlane.com/,+44 7894 657172,,,none,no,Barber shop,5,518,,ChIJA6MWGOwFdkgRPada2ERm6d4,https://maps.google.com/?cid=16062481991867213629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Ama (Brixton),"Gresham Cafe, 340 Coldharbour Ln, London",SW9 8QH,Coldharbour Ln,http://www.amathesalon.com/,+44 20 7095 8088,info@amathesalon.com,brixton@amathesalon.com,ok,no,Nail salon,4.7,221,,ChIJj3ETAi0FdkgR4_tnqN1JaOw,https://maps.google.com/?cid=17034946806890888163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Amy's Beauty Salon,"15 Brixton Station Rd, London",SW9 8PB,Brixton Station Rd,,+44 7515 110700,,,no_website,no,Beauty salon,4.5,8,,ChIJMSaLZO0FdkgRwXoLP7OTpn8,https://maps.google.com/?cid=9198201687016962753&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,André Pierre,"393 Coldharbour Ln, London",SW9 8LQ,Coldharbour Ln,http://www.andre-pierre.com/,+44 7593 001733,info@andre-pierre.com,,ok,no,Hair salon,4.9,800,,ChIJ9xwiu2gEdkgRKelxv5x0DO8,https://maps.google.com/?cid=17225270891360938281&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Astelle Beauty Palace,"16 Brixton Station Rd, London",SW9 7PD,Brixton Station Rd,https://sites.google.com/view/astellebeautypalace/,+44 7427 406232,,,none,no,Beauty salon,4.6,21,,ChIJH39u4HQFdkgReb7z_znX-rA,https://maps.google.com/?cid=12752741938960252537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Beauty by Patti,"Within Mazel Beauty, 86 Atlantic Rd, London",SW9 8PX,Atlantic Rd,https://beautybypatti.book.app/book-now,+44 7841 685760,beautybypatti@hotmail.com,,platform,no,Beauty salon,5,67,,ChIJvwxygLoFdkgR2Pc6i-wiKMs,https://maps.google.com/?cid=14638988988111321048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Blue Tit Brixton,"342 Coldharbour Ln, London",SW9 8QH,Coldharbour Ln,https://bluetitlondon.com/salons/brixton/,+44 20 7274 0655,steve@bluetitlondon.com,,ok,no,Hair salon,4.9,663,,ChIJ_9Dlg2UEdkgRl2VSekvtDn4,https://maps.google.com/?cid=9083458406883419543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Brow & Bliss,"Inside Andre Pierre, 393 Coldharbour Ln, London",SW9 8LQ,Coldharbour Ln,,+44 7404 187235,,,no_website,no,Beauty salon,4.9,70,,ChIJfdzw2M4FdkgRr_u0BmPJwXw,https://maps.google.com/?cid=8989687758359690159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Crown and Glory Barbers,"10 Coldharbour Ln, London",SE5 9PR,Coldharbour Ln,,,,,no_website,no,Barber shop,4.5,36,,ChIJ71LIin8EdkgRHu2PuyYC6nk,https://maps.google.com/?cid=8784836388518358302&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Curfew Grooming Brixton,"40 Atlantic Rd, London",SW9 8JW,Atlantic Rd,http://www.curfewgrooming.co/,+44 20 3916 5256,info@curfewcompany.com,registration@ico.org.uk,ok,no,Barber shop,4.8,252,,ChIJDQTTEmYEdkgRu8woArGGCBM,https://maps.google.com/?cid=1371494181337877691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,DC Studio London,"352 Coldharbour Ln, London",SW9 8QH,Coldharbour Ln,https://www.instagram.com/blowstudiobydc?igsh=bjQ5dnZ6NWoweXpz&utm_source=qr,+44 7393 172056,,,none,no,Nail salon,4.6,36,,ChIJw7-kSJoFdkgRNe0XxJKhrj4,https://maps.google.com/?cid=4516725128026385717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Diako Barbershop,"322 Coldharbour Ln, London",SW9 8QH,Coldharbour Ln,https://www.instagram.com/d_r_barber_shop?igsh=ZTV4ZW40NGwxaDI%3D&utm_source=qr,+44 20 3771 2348,,,none,no,Barber shop,4.9,272,,ChIJrcXoX3QFdkgRbHEK3u-lscI,https://maps.google.com/?cid=14029176763876798828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Elevate,"The Metropolis, 61 Atlantic Rd, London",SW9 8PU,Atlantic Rd,https://www.elevatehairdressing.co.uk/,+44 20 3581 6250,info@elevatehairdressing.co.uk,,ok,no,Hair salon,4.8,844,,ChIJ2Y1nS28EdkgR7Ww8jkRNErM,https://maps.google.com/?cid=12903460839209331949&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Esu Hair & Beauty Salon,"72 Atlantic Rd, London",SW9 8PX,Atlantic Rd,,+44 20 7733 0629,,,no_website,no,Beauty salon,4.4,68,,ChIJ9XbuNG8EdkgRRZ0XaZ3Ipzw,https://maps.google.com/?cid=4370682541784931653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,FACIAL QUARTERS,"Within Andre Pierre, 393 Coldharbour Ln, London",SW9 8LQ,Coldharbour Ln,https://booksolo.co/facialquarters,+44 7311 382563,team@booksolo.co,rgjam@blueyonder.co.uk,platform,no,Beauty salon,5,13,,ChIJ911y90AFdkgRgNzMzdmQBEs,https://maps.google.com/?cid=5405604717886495872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Gents of Brixton Barbers,"415 Coldharbour Ln, London",SW9 8LH,Coldharbour Ln,http://gentsofbrixtonbarber.com/,+44 20 3340 2909,gentsofbrixton21@gmail.com,,ok,no,Barber shop,4.9,247,,ChIJ9WYeq_MFdkgR2N4v8t1BePw,https://maps.google.com/?cid=18192363116269919960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Heads High Brixton,"54 Atlantic Rd, London",SW9 8PZ,Atlantic Rd,http://www.headshighbrixton.co.uk/,+44 20 7737 7828,bookings@headshighbrixton.co.uk,hello@headshighbrixton.co.uk,ok,no,Hair salon,5,137,,ChIJmx0oaMUFdkgRGHR2tScw5B8,https://maps.google.com/?cid=2298014656972092440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,JayJay Barber Shop,"216 Coldharbour Ln, London",SW9 8SA,Coldharbour Ln,,+44 20 4529 0383,,,no_website,no,Barber shop,5,324,,ChIJyS8m5nsFdkgRhgvRt1LACN8,https://maps.google.com/?cid=16071306731775396742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Brixton Village,empty_chair,empty_chair,Klassique Barbers London,"81 Atlantic Rd, London",SW9 8PU,Atlantic Rd,,+44 20 7738 6200,,,no_website,no,Barber shop,4.6,98,,ChIJcXWMNm8EdkgRsA0MQRNd878,https://maps.google.com/?cid=13831501217861995952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
