placeId,name,category,categories,type,address,postcode,district,corridor,city,phone,website,instagram,facebook,email,googleMapsUri,lat,lng,rating,reviews,businessStatus,borough
"ChIJ-yuOj3YJdkgRaWI9jMIGt2U","POSE Wimbledon","Beauty & Wellness","Beauty & Wellness","Hair salon","76 High Street Wimbledon, London","SW19 5EG","SW19","Wimbledon / Southfields edge","London","+44 20 8058 7676","http://posewimbledon.co.uk/","","","","https://maps.google.com/?cid=7329334351215026793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.425425399999995","-0.2173032","5","457","OPERATIONAL","Wandsworth"
"ChIJF3sp31AJdkgRxkDtgTY5Md0","Rebeca Scattone Lashes & Beauty","Beauty & Wellness","Beauty & Wellness","Beauty salon","Sterling House, David Hartley Associates, 6-10 St George's Rd, London","SW19 4DP","SW19","Wimbledon / Southfields edge","London","+44 7939 055928","https://www.rebecascattone.com/","","","","https://maps.google.com/?cid=15938583462511722694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.421300099999996","-0.2082818","4.9","146","OPERATIONAL","Wandsworth"
"ChIJle8kMMkIdkgRNAHxu-xs394","Sajna Hair & Beauty, Wimbledon","Beauty & Wellness","Beauty & Wellness","Beauty salon","12 Ridgway, London","SW19 4QN","SW19","Wimbledon / Southfields edge","London","+44 20 7501 0001","http://sajna.co.uk/","","","","https://maps.google.com/?cid=16059674560247693620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.423595","-0.21628100000000003","4.5","139","OPERATIONAL","Wandsworth"
"ChIJ3whMR6YIdkgRCQ1Mwhu9CUg","Simply Beauty SW19","Beauty & Wellness","Beauty & Wellness","Beauty salon","85 Quicks Rd, London","SW19 1EX","SW19","Wimbledon / Southfields edge","London","+44 20 7998 9325","http://www.simplybeautysw19.co.uk/","","","","https://maps.google.com/?cid=5190887972442737929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4189012","-0.19114060000000002","4.9","64","OPERATIONAL","Wandsworth"
"ChIJ61n9QX4JdkgRNt4usqPRdxQ","So.Shell Wimbledon","Beauty & Wellness","Beauty & Wellness","Nail salon","Unit 203, Wimbledon Quarter, 4 Queen's Rd, London","SW19 8ND","SW19","Wimbledon / Southfields edge","London","+44 7446 975647","https://soshell.uk/locations/so-shell-wimbledon/","","","","https://maps.google.com/?cid=1474877903986417206&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4212749","-0.2054343","4.7","133","OPERATIONAL","Wandsworth"
"ChIJc1zxFNIJdkgRlTbpztOHVJI","Take Time at Cannizaro House","Beauty & Wellness","Beauty & Wellness","Beauty salon","West Side Common, London","SW19 4UE","SW19","Wimbledon / Southfields edge","London","+44 7946 826989","https://www.taketimelondon.co.uk/","","","","https://maps.google.com/?cid=10544201971360413333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.424825000000006","-0.22791160000000002","4.9","95","OPERATIONAL","Wandsworth"
"ChIJN7loa4EJdkgRnWF_zaO3boY","Tanya Beauty and Spa","Beauty & Wellness","Beauty & Wellness","Nail salon","Merton Surgery, 160 Merton High St, London","SW19 1AZ","SW19","Wimbledon / Southfields edge","London","+44 20 4629 8954","https://tanyabeautyspa.com/","","","","https://maps.google.com/?cid=9686881762675745181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.415859000000005","-0.1886919","4.9","107","OPERATIONAL","Wandsworth"
"ChIJP1GevRwJdkgRChsnN7YGwlc","Tulip Beauty Salon","Beauty & Wellness","Beauty & Wellness","Beauty salon","238 Merton Rd, London","SW19 1EQ","SW19","Wimbledon / Southfields edge","London","+44 20 3345 3581","https://tulipbeautysalon.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=google-business-profile","","","","https://maps.google.com/?cid=6323624206460721930&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4160676","-0.1923145","4.7","43","OPERATIONAL","Wandsworth"
"ChIJ5S5T1RwJdkgRr6YOqf1Ab7k","UNIQUE by Anna Sarna","Beauty & Wellness","Beauty & Wellness","Beauty salon","130, 132 Merton High St, London","SW19 1BA","SW19","Wimbledon / Southfields edge","London","+44 20 3325 2616","http://www.uniquebyanna.co.uk/","","","","https://maps.google.com/?cid=13361970077638764207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4160056","-0.1875499","5","100","OPERATIONAL","Wandsworth"
"ChIJt1frP8wFdkgRhDCYepm8axY","Aquatic Design Centre","Books & Music","Books & Music","Pet store","26 Zennor Rd, London","SW12 0PS","SW12","Balham","London","+44 20 7580 6764","https://www.aquaticdesign.co.uk/","","","","https://maps.google.com/?cid=1615592258715267204&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.44561840000001","-0.1453099","4.5","680","OPERATIONAL","Wandsworth"
"ChIJHcmjKfkFdkgRjfrlPmbq6Uk","Backstory","Books & Music","Books & Music|Kids & Family","Book store","71 Balham High Rd, London","SW12 9AP","SW12","Balham","London","+44 20 3302 0460","http://backstory.london/","","","","https://maps.google.com/?cid=5326045759205145229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.445813799999996","-0.14990170000000003","5","192","OPERATIONAL","Wandsworth"
"ChIJcWsYWRMFdkgRmPGHGhrnN20","El & Em Books","Books & Music","Books & Music","Child care agency","13 Dornton Rd, London","SW12 9NB","SW12","Balham","London","","https://elandembooks.com/","","","","https://maps.google.com/?cid=7870012973153513880&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4393452","-0.1441113","","","OPERATIONAL","Wandsworth"
"ChIJZdTTIgAFdkgRpHfI9XOI9Zc","Henry's Coffee Stop","Books & Music","Books & Music","Coffee shop","Henry Cavendish Primary School, Hydethorpe Rd, London","SW12 0JA","SW12","Balham","London","+44 20 8673 3376","https://www.henrycavendish.co.uk/","","","","https://maps.google.com/?cid=10949808100647401380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.443968899999994","-0.1445688","4.8","33","OPERATIONAL","Wandsworth"
"ChIJQ2gakkcFdkgRTpUH-PKVsCA","Panda's Coffee House","Books & Music","Books & Music","Food store","84 Balham High Rd, London","SW12 9AG","SW12","Balham","London","","","","","","https://maps.google.com/?cid=2355547475890640206&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4464805","-0.1498479","4.9","108","OPERATIONAL","Wandsworth"
"ChIJv-tJCcYFdkgRq7pYUfXD5a0","Venetia Vyvyan Ltd","Books & Music","Books & Music","Book store","63 Ramsden Rd, London","SW12 8RA","SW12","Balham","London","+44 20 8772 1427","http://venetiavyvyan.com/","","","","https://maps.google.com/?cid=12530636996627446443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4469108","-0.1533726","4.2","5","OPERATIONAL","Wandsworth"
"ChIJqcuPcJcFdkgRvm7QwOo-HKo","Waterstones","Books & Music","Books & Music|Kids & Family","Book store","70 St John's Rd, London","SW11 1PT","SW11","Battersea","London","+44 20 7978 5844","https://www.waterstones.com/bookshops/clapham-junction","","","","https://maps.google.com/?cid=12257741463773802174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.461745","-0.1676695","4.6","432","OPERATIONAL","Wandsworth"
"ChIJp9d1nKYFdkgR8LF71zXS-po","Waterstones","Books & Music","Books & Music","Book store","Swatch, The Power Station, Circus Rd S, London","SW11 8BU","SW11","Battersea","London","+44 20 8153 1770","https://www.waterstones.com/bookshops/battersea-power-station","","","","https://maps.google.com/?cid=11167469354708873712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.482297700000004","-0.1435918","4.2","6","OPERATIONAL","Wandsworth"
"ChIJ06Vd7w0PdkgRir--CUnC49M","Waterstones","Books & Music","Books & Music","Book store","Unit 5, 5 Putney High St, London","SW15 1TW","SW15","Putney","London","+44 20 8780 2401","https://www.waterstones.com/bookshops/london-putney","","","","https://maps.google.com/?cid=15268260780668010378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.463236099999996","-0.216577","4.6","519","OPERATIONAL","Wandsworth"
"ChIJcfeU07wFdkgR53r_6-u08xM","Bismillah Stores Ltd","Books & Music","Books & Music","Store","145 Upper Tooting Rd, London","SW17 7TJ","SW17","Tooting","London","+44 7958 956842","http://www.bismillahstores.co.uk/","","","","https://maps.google.com/?cid=1437691631431023335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4324776","-0.1635322","5","15","OPERATIONAL","Wandsworth"
"ChIJwTaz2t8FdkgRbXZGnRMguks","Islamic Book Shop & Da'wah Centre","Books & Music","Books & Music","Book store","Greater, 119 Upper Tooting Rd, London","SW17 7TJ","SW17","Tooting","London","+44 20 8672 8848","https://www.facebook.com/islamforallbookshop","","https://www.facebook.com/islamforallbookshop","","https://maps.google.com/?cid=5456709167127885421&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4328019","-0.163484","4.6","47","OPERATIONAL","Wandsworth"
"ChIJI9J2YAsGdkgRCVz4L1XW7b4","K & K Stationers & Printers","Books & Music","Books & Music","Store","92-94 Mitcham Rd, London","SW17 9NG","SW17","Tooting","London","+44 20 8767 5149","http://www.kandkstationers.com/","","","","https://maps.google.com/?cid=13757888098052103177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4257612","-0.1655237","4.5","184","OPERATIONAL","Wandsworth"
"ChIJbyCnoe0HdkgRHiwnA2yzmgw","Lebas","Books & Music","Books & Music","Store","236 Upper Tooting Rd, London","SW17 7EX","SW17","Tooting","London","+44 20 8767 7880","http://www.islamiclebas.com/","","","","https://maps.google.com/?cid=908235551359314974&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.430410599999995","-0.1658145","4.6","27","OPERATIONAL","Wandsworth"
"ChIJQfgmcO4FdkgR2ZsNe-2KJug","The Book Fixer","Books & Music","Books & Music","Services","15 Price Cl, London","SW17 7EP","SW17","Tooting","London","+44 7733 448760","https://thebookfixer.co.uk/","","","","https://maps.google.com/?cid=16728210618490657753&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.433684799999995","-0.16419970000000003","5","14","OPERATIONAL","Wandsworth"
"ChIJw3AkugQPdkgRswNnkWf8hzk","Global Educational Trust's 'books for free'","Books & Music","Books & Music","Association / Organization","Southside Shopping Centre, London","SW18 4TF","SW18","Wandsworth / Earlsfield","London","","http://www.globaleducationaltrust.org/","","","","https://maps.google.com/?cid=4145559503769109427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4547452","-0.1931625","4.7","27","OPERATIONAL","Wandsworth"
"ChIJJR_SHYSp2EcR2mPFCnVUYLs","Morocco Bound Bookshop Wandsworth","Books & Music","Books & Music","Book store","Unit 3A, Pilots Walk, New Acres, London","SW18 1UZ","SW18","Wandsworth / Earlsfield","London","+44 7415 371654","https://www.moroccobound.co.uk/","","","","https://maps.google.com/?cid=13501884544525362138&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.461260499999995","-0.190901","4.8","25","OPERATIONAL","Wandsworth"
"ChIJVyiyx2YPdkgRNN11tWeAa68","TGJones","Books & Music","Books & Music|Kids & Family","Store","69 Buckhold Rd, London","SW18 4TG","SW18","Wandsworth / Earlsfield","London","+44 20 8877 1979","https://www.tgjonesonline.co.uk/stores/southside-shopping-centre-wandsworth","","","","https://maps.google.com/?cid=12640337962059816244&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4545971","-0.1942534","3.7","167","OPERATIONAL","Wandsworth"
"ChIJGz2gIFEPdkgRn53uhVC5rVc","The Works","Books & Music","Books & Music|Kids & Family","Discount store","Unit 100 / 102, Southside Shopping Centre, London","SW18 4TF","SW18","Wandsworth / Earlsfield","London","+44 20 8704 4602","https://www.theworks.co.uk/Store?storeId=1227","","","","https://maps.google.com/?cid=6317909607766203807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4559218","-0.194487","4.1","19","OPERATIONAL","Wandsworth"
"ChIJTRFBRQAPdkgRXQ3MhKIfanU","Wandsworth library of things","Books & Music","Books & Music","Home goods store","Southside Shopping Centre, London","SW18 4TS","SW18","Wandsworth / Earlsfield","London","+44 7541 492736","","","","","https://maps.google.com/?cid=8460609632842026333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4545992","-0.1934299","3.2","11","OPERATIONAL","Wandsworth"
"ChIJWemhAWQPdkgRYGanr0ZyUVM","Waterstones","Books & Music","Books & Music|Kids & Family","Book store","5, Southside Shopping Centre, Wandsworth High St, London","SW18 4TF","SW18","Wandsworth / Earlsfield","London","+44 20 8874 4597","https://www.waterstones.com/bookshops/wandsworth","","","","https://maps.google.com/?cid=6003705426181842528&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4544405","-0.19327049999999998","4.5","337","OPERATIONAL","Wandsworth"
"ChIJyXqjNaUJdkgRA2QmK-a1gxQ","21 Grams","Books & Music","Books & Music","Coffee shop","83 Hartfield Cres, London","SW19 3RZ","SW19","Wimbledon / Southfields edge","London","+44 7456 458716","","","","","https://maps.google.com/?cid=1478225102878696451&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.417826299999994","-0.20739559999999999","4.7","339","OPERATIONAL","Wandsworth"
"ChIJRQogns4IdkgRe17a7XFpr5Q","Bayley & Sage","Books & Music","Books & Music","Grocery store","Brewery Tap, 60 High Street Wimbledon, London","SW19 5EE","SW19","Wimbledon / Southfields edge","London","+44 20 8946 9904","http://www.bayley-sage.co.uk/","","","","https://maps.google.com/?cid=10713897976580431483&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.425441","-0.2187211","4.3","364","OPERATIONAL","Wandsworth"
"ChIJ4cZzsnsJdkgRyugeYTu546A","Melaman X","Books & Music","Books & Music","Book store","Flat 4, Ramsey House, London","SW19 2JU","SW19","Wimbledon / Southfields edge","London","+44 7349 461023","https://melamanx.com/","","","","https://maps.google.com/?cid=11593313530465413322&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.413970899999995","-0.18982059999999998","","","OPERATIONAL","Wandsworth"
"ChIJh7hbNrsHdkgRQgMenDdiEUQ","Only Make Believe","Books & Music","Books & Music","Book store","6, The Coles Shop, The 1929 Shop, London","SW19 2RD","SW19","Wimbledon / Southfields edge","London","","https://www.onlymakebelieve.co.uk/","","","","https://maps.google.com/?cid=4904809460165116738&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.412976300000004","-0.1835578","5","60","OPERATIONAL","Wandsworth"
"ChIJ11ld8fYJdkgRi2lYEw2n-wI","Postmark","Books & Music","Books & Music|Kids & Family","Store","Brewery Tap, 61 High Street Wimbledon, London","SW19 5EE","SW19","Wimbledon / Southfields edge","London","+44 20 8944 0166","http://www.postmarkonline.co.uk/","","","","https://maps.google.com/?cid=214949081831205259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4254262","-0.2186351","4.9","12","OPERATIONAL","Wandsworth"
"ChIJRwgkn7cIdkgRHrnPIJ8ZFVM","Ryman Stationery","Books & Music","Books & Music","Store","Unit 2 19 The Broadway, London","SW19 1PS","SW19","Wimbledon / Southfields edge","London","+44 20 3907 3132","https://www.ryman.co.uk/storefinder/ryman-wimbledon/?utm_source=gmb&utm_medium=organic&utm_campaign=LPM_Google_1128","","","","https://maps.google.com/?cid=5986719450899921182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4203544","-0.20545400000000003","4","186","OPERATIONAL","Wandsworth"
"ChIJ27l2dVIPdkgR7WrUlvCJweI","Tennis Gallery Wimbledon","Books & Music","Books & Music","Book store","112 Arthur Rd, London","SW19 8AA","SW19","Wimbledon / Southfields edge","London","+44 20 8715 8866","http://www.tennisgallerywimbledon.com/","","","","https://maps.google.com/?cid=16339492589492529901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.434517799999995","-0.1999174","4.7","15","OPERATIONAL","Wandsworth"
"ChIJ4QxotLAIdkgR05Z7bShUazY","TGJones","Books & Music","Books & Music|Kids & Family","Store","Centre Court Shopping Centre, 102-103 Queen's Rd, London","SW19 8YA","SW19","Wimbledon / Southfields edge","London","+44 20 4636 3829","https://www.tgjonesonline.co.uk/stores/centre-court-shopping-centre-wimbledon","","","","https://maps.google.com/?cid=3921320433168389843&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.421420499999996","-0.2045476","3.9","48","OPERATIONAL","Wandsworth"
"ChIJHbG_vxkGdkgRA2QcMSxmQI4","TGJones","Books & Music","Books & Music|Kids & Family","Store","tandem centre, Tandem Way Wimbledon, Colliers Wood, London","SW19 2TY","SW19","Wimbledon / Southfields edge","London","+44 20 8640 4592","https://www.tgjonesonline.co.uk/stores/tandem-centre-colliers-wood-london","","","","https://maps.google.com/?cid=10250305091883787267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4145009","-0.1767645","3.8","115","OPERATIONAL","Wandsworth"
"ChIJ80tFc7oIdkgR5YZppW22aPg","Waterstones","Books & Music","Books & Music","Book store","40, 42 The Broadway, London","SW19 1RQ","SW19","Wimbledon / Southfields edge","London","+44 20 3544 6720","https://www.waterstones.com/bookshops/wimbledon","","","","https://maps.google.com/?cid=17899757301026883301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.420007899999995","-0.20359329999999998","4.5","353","OPERATIONAL","Wandsworth"
"ChIJrVLjRqcIdkgRFfWFzLBoDYk","Westlake","Books & Music","Books & Music","Store","152 Merton High St, London","SW19 1AZ","SW19","Wimbledon / Southfields edge","London","+44 20 8542 6354","","","","","https://maps.google.com/?cid=9875664666448229653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4158762","-0.1883899","3.9","10","OPERATIONAL","Wandsworth"
"ChIJldEuqbcIdkgRofcCpXqwh9s","Wimbledon Bookfest","Books & Music","Books & Music","Non-profit organization","35 Wimbledon Hill Rd, London","SW19 7NB","SW19","Wimbledon / Southfields edge","London","+44 20 8947 3495","https://www.wimbledonbookfest.org/","","","","https://maps.google.com/?cid=15818806256963090337&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.422284499999996","-0.20819749999999998","5","2","OPERATIONAL","Wandsworth"
"ChIJe1Mucc4IdkgRAM7wtimbbbs","Wimbledon Books","Books & Music","Books & Music","Book store","Ashford House, 40 High Street Wimbledon, London","SW19 5AU","SW19","Wimbledon / Southfields edge","London","+44 20 8879 3101","http://www.wimbledonbooks.co.uk/","","","","https://maps.google.com/?cid=13505621461019184640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4253618","-0.22029120000000002","4.6","98","OPERATIONAL","Wandsworth"
"ChIJzzX0TMkIdkgRdrbnbesNP8c","Wimbledon Village News","Books & Music","Books & Music","Book store","High 16, 16 High Street Wimbledon, London","SW19 5DX","SW19","Wimbledon / Southfields edge","London","+44 20 8946 1260","https://www.wimbledonvillagenews.com/","","","","https://maps.google.com/?cid=14357209441892808310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4247203","-0.2165782","4.3","34","OPERATIONAL","Wandsworth"
"ChIJ2x0_RgoFdkgRiSZOlWNMR54","Fashion In Store","Fashion & Apparel","Fashion & Apparel","Clothing store","Flat 2 Tantallon Rd, London","SW12 8DG","SW12","Balham","London","+44 7535 390456","","","","","https://maps.google.com/?cid=11405168571929470601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.44577030000001","-0.1557778","","","OPERATIONAL","Wandsworth"
"ChIJZ4oPfN8HdkgRh980zX1R0Ew","Goldthread Domas Vintage London","Fashion & Apparel","Fashion & Apparel","Clothing store","11 Fernlea Rd, London","SW12 9RT","SW12","Balham","London","","https://www.goldthreaddomas.com/","","","","https://maps.google.com/?cid=5535013542793895815&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4429744","-0.148956","5","4","OPERATIONAL","Wandsworth"
"ChIJeY_rp88FdkgRq0LeFkIVp1g","JoJo Maman Bébé - Balham","Fashion & Apparel","Fashion & Apparel|Kids & Family","Child care agency","39 Bedford Hill, London","SW12 9EY","SW12","Balham","London","+44 20 8675 1906","http://www.jojomamanbebe.co.uk/","","","","https://maps.google.com/?cid=6388097970044027563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4440494","-0.1502696","3.7","15","OPERATIONAL","Wandsworth"
"ChIJfQx9bc8FdkgRQDUtqxtjMC8","Lark Balham","Fashion & Apparel","Fashion & Apparel|Home & Living|Books & Music|Kids & Family","Gift shop","Coal Brook Mansions, 24 Bedford Hill, London","SW12 9RG","SW12","Balham","London","+44 20 8143 6293","http://www.larklondon.com/","","","","https://maps.google.com/?cid=3400326689151857984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.444081399999995","-0.1505992","4.9","93","OPERATIONAL","Wandsworth"
"ChIJy59K0hkFdkgR-lY318cAlVI","Mind","Fashion & Apparel","Fashion & Apparel|Books & Music","Thrift store","111A Balham High Rd, London","SW12 9AP","SW12","Balham","London","+44 20 7998 0260","","","","","https://maps.google.com/?cid=5950663340949198586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4452442","-0.151038","4.1","7","OPERATIONAL","Wandsworth"
"ChIJBQkuPM8FdkgR4M5PYOF-YX0","Oliver Bonas","Fashion & Apparel","Fashion & Apparel|Home & Living","Clothing store","186-188 Balham High Rd, London","SW12 9BP","SW12","Balham","London","+44 7721 475554","https://www.oliverbonas.com/balham?utm_source=google&utm_medium=organic&utm_campaign=LPM-London-101-103_Balham_High_Road","","","","https://maps.google.com/?cid=9034641833930510048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.443984","-0.15276299999999998","4.3","56","OPERATIONAL","Wandsworth"
"ChIJWzCUK84FdkgRXWihqycu6DY","Perfect Alterations","Fashion & Apparel","Fashion & Apparel","Services","98 Bedford Hill, London","SW12 9HR","SW12","Balham","London","+44 20 8675 5499","http://perfectalterations.co.uk/","","","","https://maps.google.com/?cid=3956463020563064925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.441601","-0.14913479999999998","4.8","140","OPERATIONAL","Wandsworth"
"ChIJh2qn6ZkFdkgR7n2oJEb67xU","Accessorize","Fashion & Apparel","Fashion & Apparel","Store","Unit 4a, Clapham Junction, The Junction Centre, Grant Rd, London","SW11 1RU","SW11","Battersea","London","+44 20 7228 2505","https://www.accessorize.com/uk/stores/l/london/grant-rd/4626943","","","","https://maps.google.com/?cid=1580757173400010222&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4651475","-0.17091499999999998","4.2","51","OPERATIONAL","Wandsworth"
"ChIJCyGKgQAFdkgRFpZx0H9e3AM","AllSaints Battersea","Fashion & Apparel","Fashion & Apparel","Clothing store","The Power Station, 29 Circus Road South UG, O29a, London","SW11 8BU","SW11","Battersea","London","+44 20 3668 5556","https://www.allsaints.com/","","","","https://maps.google.com/?cid=278201180041090582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4821415","-0.1435766","4.5","4","OPERATIONAL","Wandsworth"
"ChIJo0e3TJ8FdkgRAM9XBUrmFgA","Arc'teryx Battersea","Fashion & Apparel","Fashion & Apparel|Sports & Outdoor","Clothing store","Floor Level Phase 2, The Power Station, Unit UG, 012A Upper Ground, London","SW11 8AL","SW11","Battersea","London","+44 20 4539 9226","https://stores.arcteryx.com/battersea","","","","https://maps.google.com/?cid=6445655079243520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.4818675","-0.14480389999999999","4.9","130","OPERATIONAL","Wandsworth"
"ChIJ3ej3SAcFdkgRrWVC_SHf6zo","Aspiga","Fashion & Apparel","Fashion & Apparel","Clothing store","84 Northcote Rd, London","SW11 6QN","SW11","Battersea","London","+44 7591 491322","http://www.aspiga.com/","","","","https://maps.google.com/?cid=4245732410802726317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","51.457866499999994","-0.16605799999999998","3.4","40","OPERATIONAL","Wandsworth"
