priority,track,email_variant,score,borough,name,type,category,address,postcode,district,phone,website,rating,reviews,placeId,googleMapsUri,why,email
A,flowers,commercial,38,Lambeth,Hybrid Flowers,Florist,Home & Living,"Arch 24 Handel Business Centre 73, Bondway, London",SW8 1SQ,SW8,+44 20 7404 9889,https://hybridflowers.co.uk/,4.9,7,ChIJa8t9JO4EdkgRb-pDyccZsAA,https://maps.google.com/?cid=49567941766933103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
A,flowers,commercial,38,Lambeth,In Water Flowers,Florist,Home & Living,"Stewarts Lane Goods Depot, 70A Silverthorne Rd, London",SW8 3HE,SW8,+44 20 7724 9985,http://www.inwaterflowers.co.uk/,4.8,12,ChIJ3X-GligQdkgRHf4rv0_fxNc,https://maps.google.com/?cid=15547797347192536605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
A,flowers,commercial,38,Lambeth,James Alexander Flowers,Florist,Home & Living,"7 Havelock Terrace, London",SW8 4AS,SW8,+44 7825 092785,https://www.jamesalexanderflowers.com/,5,2,ChIJAdkDK6MFdkgRg9slaZ-6XNY,https://maps.google.com/?cid=15446426015800613763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
A,flowers,commercial,38,Lambeth,Jemima in the Woods,Florist,Home & Living,"Arc House, Maltby St, London",SE1 3PA,SE1,+44 7852 937336,https://www.jemimainthewoods.com/contact.html,5,5,ChIJnx62S0EDdkgRwjThLrkd7zo,https://maps.google.com/?cid=4246645654826333378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
A,fashion,commercial,38,Lambeth,Mary’s Vintage,Women's clothing store,Fashion & Apparel,"Haynes Ln, London",SE19 3AN,SE19,,http://marysvintage.co.uk/,,,ChIJi-Uyo08BdkgR5qGExc50boQ,https://maps.google.com/?cid=9542693091870548454&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,vintage / boutique,
A,books,commercial,38,Lambeth,Nuckley Rare Books,Book store,Books & Music,"76 Sylvan Rd, London",SE19 2RZ,SE19,,https://nuckleyrarebooks.com/,5,8,ChIJu_rvq5ix2EcRB0rMpGA8eno,https://maps.google.com/?cid=8825432805565286919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bookshop,
A,flowers,commercial,38,Lambeth,Pollen Nation,Florist,Home & Living,"Unit 20b Safestore Business Centre, Ingate Pl, London",SW8 3NS,SW8,+44 7968 595018,http://www.pollen-nation.co.uk/,5,3,ChIJrzvjQrkcdkgRT57aWnhytLM,https://maps.google.com/?cid=12949100689842937423&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
A,flowers,commercial,38,Lambeth,Rob Van Helden Floral Design Ltd,Florist,Home & Living,"8, Tun Yard, Peardon St, London",SW8 3HT,SW8,+44 20 7720 6774,http://www.rvhfloraldesign.com/,5,14,ChIJK61nkqsFdkgRBsH1F3FYhp4,https://maps.google.com/?cid=11422914747628372230&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
A,flowers,commercial,38,Lambeth,Simon Lycett,Florist,Home & Living,"Railway Arch, 270-272 Bethwin Rd, London",SE5 0YW,SE5,+44 20 7277 3322,http://www.simonlycett.co.uk/,5,11,ChIJTWtc9YIEdkgRKVdDagW2y4o,https://maps.google.com/?cid=10001287531880208169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
A,flowers,commercial,38,Lambeth,The Last Bunch,Florist,Home & Living,"Unit 8f, London",SW8 4AS,SW8,+44 20 8644 5445,http://thelastbunch.com/,4.7,13,ChIJp7SkIwwFdkgRZtBruiVxpUQ,https://maps.google.com/?cid=4946484172591714406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
A,flowers,commercial,38,Lambeth,The Moment London,Florist,Home & Living,"Unit 1.19, Oxo Tower Wharf Barge House Street, London",SE1 9PH,SE1,,https://www.themoment.london/,5,2,ChIJ31cA_HEFdkgRvZOpl961oVc,https://maps.google.com/?cid=6314528120181986237&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
A,flowers,commercial,38,Lambeth,The Nunhead Gardener - Bloom Works,Florist,Home & Living,"Unit 13, Butterfly Walk, Denmark Hill, London",SE5 8RW,SE5,+44 20 4539 5661,https://www.thenunheadgardener.com/,5,2,ChIJT2POJjYDdkgRynmwVqp-Wdw,https://maps.google.com/?cid=15877861231335340490&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,specialty_food,commercial,43,Lambeth,Aries Bakehouse,Bakery,Food & Drink,"99 Acre Ln, London",SW2 5TU,SW2,,https://aries-bakehouse.square.site/,4.7,270,ChIJ3cxCG48FdkgRqjKI07BlVus,https://maps.google.com/?cid=16957853257047749290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,Bless Bakes,Bakery,Food & Drink,"Previously in Tooting Market, Streatham High Rd, London",SW16 1DL,SW16,+44 7341 220494,https://blessbakes.co.uk/,5,255,ChIJ6VM04q4HdkgRls434eahD5w,https://maps.google.com/?cid=11245384807560498838&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,Blowing Dandelion,Dessert shop,Food & Drink,"3 Belvedere Rd, London",SE19 2HJ,SE19,+44 7930 156520,http://www.blowingdandelion.co.uk/,4.8,275,ChIJ24yvkEUBdkgRVp6k6pH_b6I,https://maps.google.com/?cid=11704854958731206230&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Dessert shop),
B,specialty_food,commercial,43,Lambeth,Bunhead Bakery,Bakery,Food & Drink,"145 Dulwich Rd, London",SE24 0NG,SE24,,http://www.bunheadbakery.com/,4.6,316,ChIJqd3zMcHOaW8RA_nwua1WH0s,https://maps.google.com/?cid=5413140581271533827&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,Cake Zone,Bakery,Food & Drink,"1581 London Rd, London",SW16 4AA,SW16,+44 20 8764 4960,http://www.cakezoneonline.co.uk/,4.7,172,ChIJJZIQopMGdkgRUYnp0ijM2B8,https://maps.google.com/?cid=2294808485854546257&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,Chatsworth Bakehouse,Bakery,Food & Drink,"120a Anerley Rd, London",SE19 2AN,SE19,,http://chatsworthbakehouse.com/,4.8,385,ChIJMeN-I3oHdkgRhLUN2KN2AqA,https://maps.google.com/?cid=11529908442098414980&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,Comptoir Bakery Maltby,Bakery,Food & Drink,"Maltby St, London",SE1 3PB,SE1,,http://www.comptoirbakery.co.uk/,4.7,422,ChIJc3TUOqgcdkgRtZDtF3Cn4MM,https://maps.google.com/?cid=14114465332058755253&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,Delicias,Deli,Food & Drink,"280 Wandsworth Rd, London",SW8 2JR,SW8,+44 20 7622 9811,http://www.delicias-uk.com/,4.6,458,ChIJBaHslPgEdkgR06FRT0FiDT4,https://maps.google.com/?cid=4471338037691916755&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Deli),
B,specialty_food,commercial,43,Lambeth,Florentine Bakery,Bakery,Food & Drink,"463 Norwood Rd, London",SE27 9DJ,SE27,+44 20 8676 4906,http://www.florentine-bakery.co.uk/,4.7,334,ChIJkZJZRWIFdkgRMGp8qaqY5s0,https://maps.google.com/?cid=14836713881174043184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,IRENE,Bakery,Food & Drink,"31 Denmark Hill, London",SE5 8RS,SE5,+44 20 3659 0585,https://www.irenebakery.co.uk/,4.6,288,ChIJ44qtUtYDdkgREPQ_yyIBpHM,https://maps.google.com/?cid=8332786459492742160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,L'Atelier Patisserie,Pastry shop,Food & Drink,"Unit 29 Market Row, London",SW9 8LB,SW9,+44 7501 115988,https://deliveroo.co.uk/menu/london/brixton/l-atelier-bakery?utm_campaign=organic&utm_medium=referrer&utm_source=menu_share,4.8,262,ChIJXZkRRjgFdkgRKv4H_mLQFkk,https://maps.google.com/?cid=5266625937843682858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Pastry shop),
B,specialty_food,commercial,43,Lambeth,La Gastronomia,Deli,Food & Drink,"86 Park Hall Rd, London",SE21 8BW,SE21,+44 20 8766 0494,http://lagastronomia.co.uk/,4.8,196,ChIJiWc0zf4DdkgRdH7jFcHnOYo,https://maps.google.com/?cid=9960246867388497524&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Deli),
B,specialty_food,commercial,43,Lambeth,Lò Bánh Mì,Bakery,Food & Drink,"Unit 1, 304 Borough High St, London",SE1 1JJ,SE1,+44 7857 146997,http://lobanhmi.co.uk/,4.9,626,ChIJCek6LKcEdkgR6HBUXHYL0z4,https://maps.google.com/?cid=4526974653420564712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,Maya’s Bakehouse,Bakery,Food & Drink,"37 Tulse Hill, London",SW2 2TJ,SW2,,https://mayasbakehouse.square.site/,4.9,174,ChIJob38vxoFdkgRDoiQbcHuB88,https://maps.google.com/?cid=14918154805222344718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,Old Post Office Bakery,Bakery,Food & Drink,"Old Post Office Bakery, 76 Landor Rd, London",SW9 9PH,SW9,+44 20 3887 9350,https://www.oldpostofficebakery.com/,4.6,339,ChIJ-5srslsEdkgR-Ce907Mzltk,https://maps.google.com/?cid=15678776000181512184&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,Petit Bleu,Bakery,Food & Drink,"42 Snowsfields, London",SE1 3SU,SE1,+44 20 7407 4296,http://www.petitbleu.co.uk/,4.6,309,ChIJA9b841oDdkgRoZgUe7URAj8,https://maps.google.com/?cid=4540210845494581409&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,43,Lambeth,Sakurado Japanese Patisserie Vauxhall,Pastry shop,Food & Drink,"21 Miles St, London",SW8 1GX,SW8,+44 20 7589 2260,https://sakurado.co.uk/,4.7,520,ChIJ5fkXhTQFdkgRYd9ccz8-6S8,https://maps.google.com/?cid=3452359031595523937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Pastry shop),
B,specialty_food,commercial,43,Lambeth,TOAD Bakery,Bakery,Food & Drink,"44 Peckham Rd, London",SE5 8PX,SE5,,http://www.toadbakery.com/,4.8,822,ChIJ8Wy2dvADdkgRr4cikvURs_0,https://maps.google.com/?cid=18280975058843371439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Blackbird Bakery Crystal Palace,Bakery,Food & Drink,"59 Westow St, London",SE19 3RW,SE19,+44 20 8768 0357,http://www.blackbirdbakerylondon.co.uk/,4.3,304,ChIJ5ekShkUBdkgRlGhaGzQkgYc,https://maps.google.com/?cid=9764125273331755156&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Bread Ahead Bakery | Borough Market,Bakery,Food & Drink,"Borough Market, Cathedral St, London",SE1 9DE,SE1,+44 20 7403 5444,https://www.breadahead.com/,4.3,2626,ChIJBwCND1cDdkgR0uUFSNBwcvU,https://maps.google.com/?cid=17686322726501213650&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Christopher's,Bakery,Food & Drink,"145 Half Moon Ln, London",SE24 9JY,SE24,,https://www.christophers-bakery.com/,4.4,204,ChIJYcwwmIoDdkgRCC4HcIPpeYM,https://maps.google.com/?cid=9473860041880055304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Comptoir Bakery Bermondsey,Bakery,Food & Drink,"The Woolpack, 96 Bermondsey St, London",SE1 3UB,SE1,,http://www.comptoirbakery.co.uk/,4.4,493,ChIJI7ply0QDdkgRDDOizkbBX-A,https://maps.google.com/?cid=16167853697141977868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Cut the Mustard,Bakery,Food & Drink,"68 Moyser Rd, London",SW16 6SQ,SW16,,https://cutthemustardcafe.com/,4.5,366,ChIJa9dvjnsGdkgRMwsz5sT_p0A,https://maps.google.com/?cid=4658973560678845235&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Dough Artisan Bakehouse,Bakery,Food & Drink,"284 Milkwood Rd, London",SE24 0EZ,SE24,+44 7399 493481,http://doughbakehouse.co.uk/,4.4,323,ChIJ6b7mF3MEdkgR2x5zRFE5AFk,https://maps.google.com/?cid=6413188890579115739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Fruit Cake Patisserie,Pastry shop,Food & Drink,"50 Kennington Rd, London",SE1 7BL,SE1,+44 20 7401 2997,https://patisserie-valerie.co.uk/products/mango-passionfruit-cake-1,4.6,77,ChIJewekkL4EdkgRzXL6wEpM-mg,https://maps.google.com/?cid=7564442408071099085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Pastry shop),
B,specialty_food,commercial,39,Lambeth,Funchal bakery,Bakery,Food & Drink,"141 Stockwell Rd, London",SW9 9TN,SW9,+44 20 7733 3134,https://mapzone.me/funchal-bakery-593092-web,4.5,250,ChIJaYhKVmcEdkgR4zV4659FMmA,https://maps.google.com/?cid=6931679329629255139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Hype 🍪 Cookies,Bakery,Food & Drink,"Unit 8, Lindford Street Business Estate, 76 Stewart's Rd, London",SW8 4DE,SW8,+44 7442 477747,https://hypecookies.co.uk/,4.9,81,ChIJiZXDYpAFdkgRaa-pHNlqg4M,https://maps.google.com/?cid=9476535521638985577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Il Sovrano,Deli,Food & Drink,"12 Croxted Rd, London",SE21 8SW,SE21,,http://www.ilsovrano.com/,4.7,83,ChIJb2vTN8cDdkgRwVHe--LHLs8,https://maps.google.com/?cid=14929089592481960385&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Deli),
B,specialty_food,commercial,39,Lambeth,Italo,Deli,Food & Drink,"13 Bonnington Square, London",SW8 1TE,SW8,+44 20 7450 3773,http://italodeli.co.uk/,4.5,639,ChIJe4fSn-0EdkgRScyCaeWxmEk,https://maps.google.com/?cid=5303184160104565833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Deli),
B,specialty_food,commercial,39,Lambeth,Konditor,Bakery,Food & Drink,"22 Cornwall Rd, London",SE1 8TW,SE1,+44 20 7633 3333,http://www.konditor.co.uk/,4.4,398,ChIJ8VNPp7AEdkgRlrFppK5imNI,https://maps.google.com/?cid=15174987446647107990&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Le Tour de France,Deli,Food & Drink,"135 Sunnyhill Rd, London",SW16 2UW,SW16,+44 20 8677 8711,http://www.letourdefrance.co.uk/,4.7,86,ChIJs0JLaJ4GdkgRVkEt_hn-_vs,https://maps.google.com/?cid=18158230135196434774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Deli),
B,specialty_food,commercial,39,Lambeth,Lisboa Patisserie,Pastry shop,Food & Drink,"147-149 S Lambeth Rd, London",SW8 1XN,SW8,+44 20 7587 1612,https://4map.top/lisboa-patisserie-3,4.5,228,ChIJc0SsqvYEdkgRTseqBbpqhdQ,https://maps.google.com/?cid=15313763455134779214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Pastry shop),
B,specialty_food,commercial,39,Lambeth,Ma Ma Boutique Bakery,Bakery,Food & Drink,"Borough Market, 8 Southwark St, London",SE1 1TL,SE1,,https://boroughmarket.org.uk/traders/ma-ma-boutique-bakery/,4.8,49,ChIJP_iFLwADdkgRxouwTqG-8NU,https://maps.google.com/?cid=15416031124508412870&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Ole & Steen UK,Bakery,Food & Drink,"Unit B, 6 More London Pl, London",SE1 2DE,SE1,+44 20 3376 9676,https://oleandsteen.co.uk/,4.4,543,ChIJL1H8xmUDdkgRyU6la_LHoOU,https://maps.google.com/?cid=16546444874961211081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,39,Lambeth,Take a Bite and Smile · Bakery & Café,Bakery,Food & Drink,"The Plough Brewery, 516 Wandsworth Rd, London",SW8 3JX,SW8,,https://www.takeabiteandsmile.co.uk/,4.9,46,ChIJt6sKPiAFdkgRB4wB9kcPGdQ,https://maps.google.com/?cid=15283263612202880007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,books,commercial,37,Lambeth,Christian Books Plus London,Book store,Books & Music,"O K Fashions, 386 Brixton Rd, London",SW9 7AW,SW9,+44 20 7686 6024,http://www.christianbooks-plus.com/,4.4,15,ChIJZ774AWcEdkgRp6WCfHyQO4Y,https://maps.google.com/?cid=9672483489047553447&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bookshop,
B,flowers,commercial,37,Lambeth,Crystal Palace Flowers,Florist,Home & Living,"The Alma, 95 Church Rd, London",SE19 2TA,SE19,+44 7930 348028,https://www.crystalpalaceflowers.co.uk/,4.4,35,ChIJb2wkuukBdkgRYJuhCjroe5U,https://maps.google.com/?cid=10771458269770783584&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,specialty_food,commercial,36,Lambeth,Bread Bread Ltd,Bakery,Food & Drink,"Unit 5, Stone Trading Estate, Milkwood Rd, London",SE24 0JU,SE24,+44 20 7733 7675,http://www.breadbreadbakery.co.uk/,4.8,25,ChIJET3JiHAEdkgRFTXAYUzejpU,https://maps.google.com/?cid=10776795377983042837&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,fashion,commercial,36,Lambeth,Dead Craft® Jewellery,Jewelry store,Art & Culture,"7 Geoffrey Cl, London",SE5 9BX,SE5,+44 7557 978567,https://www.dead-craft.com/,5,5,ChIJMQXP4vsFdkgRJ83BhH9oWP8,https://maps.google.com/?cid=18399571174519590183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,independent jewellery,
B,specialty_food,commercial,36,Lambeth,Guzzl,Deli,Home & Living,"9, Granville Arcade, Coldharbour Ln, London",SW9 8PR,SW9,+44 20 7346 8811,http://www.guzzl.club/,5,24,ChIJGYz8qGgEdkgRyO7G5cCHNN0,https://maps.google.com/?cid=15939514243729518280&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Deli),
B,specialty_food,commercial,36,Lambeth,Jack and Beyond,Bakery,Food & Drink,"Arch 64 Queen's Circus, London",SW8 4NE,SW8,+44 20 3152 5610,https://jackandbeyond.com/,4.9,19,ChIJ42v6KJAFdkgRWB1Eh5asrGc,https://maps.google.com/?cid=7470535644415270232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,specialty_food,commercial,36,Lambeth,QuashCakes,Bakery,Food & Drink,"90 College Grn, London",SE19 3PN,SE19,+44 7856 778739,http://www.quashcakes.com/,5,21,ChIJM0ZQVNsBdkgR7zz-hpIWhk8,https://maps.google.com/?cid=5730292394461379823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Bakery),
B,fashion,commercial,36,Lambeth,Rose & Thorn,Jewelry store,Fashion & Apparel,"Granville Arcade, Unit 75 Coldharbour Ln, London",SW9 8PR,SW9,+44 20 3417 9550,http://www.roseandthornbrixton.co.uk/,4.6,8,ChIJF8HHA2YEdkgRzG92x4OGwdg,https://maps.google.com/?cid=15618912883242856396&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,independent jewellery,
B,books,commercial,36,Lambeth,Southbank Book Market,Book store,Books & Music,"Waterloo Campus, Waterloo Brg, London",SE1 8TX,SE1,,https://www.southbankcentre.co.uk/shopping/south-bank-book-market/,4.1,88,ChIJxwt8FlQFdkgRVhyTxAXdopA,https://maps.google.com/?cid=10422135504531299414&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bookshop,
B,fashion,commercial,36,Lambeth,StoneCraft Jewellery,Jewelry store,Art & Culture,"Vinegar Yard, St Thomas St, London",SE1 3QU,SE1,+44 7857 963660,http://www.stonecraftjewellery.com/,4.8,13,ChIJjzrcebMFdkgRSodO2KFKCog,https://maps.google.com/?cid=9802729597904521034&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,independent jewellery,
B,flowers,commercial,36,Lambeth,The Bouquet Shop,Florist,Home & Living,"13 Rowan Rd, London",SW16 5JF,SW16,+44 20 8764 2123,http://www.thebouquetshop.co.uk/,3.9,64,ChIJfzRixl8GdkgRp4lpSHbrGAc,https://maps.google.com/?cid=511417450960095655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,florist,
B,fashion,commercial,36,Lambeth,Tine Bladbjerg,Jewelry store,Fashion & Apparel,"A L'Etage, 4 Westow Hill, London",SE19 1RX,SE19,+44 20 8761 1868,http://tinebladbjerg.com/,5,2,ChIJq6q7708BdkgR6LHWiWyfUMo,https://maps.google.com/?cid=14578327282316128744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,independent jewellery,
B,specialty_food,commercial,36,Lambeth,"UK Gifts Portal - Rakhi Gifts Hamper, Online Rakhi Store, Rakhi Delivery Services, Online Rakhi",Gift shop,Home & Living,"7, Penrose Court, 20 Boundaries Rd, London",SW12 8BY,SW12,+44 7405 700518,https://ukgiftsportal.co.uk/,4.9,27,ChIJ39_R7MQFdkgRrowiUPWKjuw,https://maps.google.com/?cid=17045714425859968174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,specialty food (Gift shop),
B,fashion,commercial,35,Lambeth,A.P.C. Surplus,Clothing store,Fashion & Apparel,"13 Park St, London",SE1 9AB,SE1,+44 20 7367 6227,https://www.apcstore.co.uk/?_mkpid=1881&_mkpd=UK&_mkpc=stores_UK&utm_source=gmb&utm_medium=retail&utm_campaign=stores_UK,4.5,26,ChIJP1dGhowDdkgRT3PwdHY3BAQ,https://maps.google.com/?cid=289417257966138191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,independent clothing,
