cluster,mechanic,track,name,address,postcode,type,channel,write_to,email,email_skipped,instagram,facebook,whatsapp,phone,phone_type,website,google_maps,placeId
Crystal Palace,end_of_day_food,end_of_day_food,Softplay by Coffee Cup House,"Libero Court, 18 Westow St, London",SE19 3RX,Coffee shop,instagram_dm,https://www.instagram.com/softplay.cch/,,,https://www.instagram.com/softplay.cch/,,,+44 20 3435 8112,landline,https://softplaybycch.as.me/,https://maps.google.com/?cid=3808069560130910963&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJK0F1B3ABdkgR87qUwxb72DQ
Crystal Palace,end_of_day_food,end_of_day_food,Spinach Crystal Palace,"Burapa Thai Restaurant, 69 - 71 Westow Hill, London",SE19 1TX,Restaurant,instagram_dm,http://instagram.com/squarespace,,,http://instagram.com/squarespace,https://www.facebook.com/1155554191178402,,+44 20 3089 9571,landline,http://spinach.london/spinachcrystalpalace,https://maps.google.com/?cid=10914266952792849100&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJW15PNNsBdkgRzLoAofdDd5c
Crystal Palace,end_of_day_food,end_of_day_food,Taro Crystal Palace,"107 Church Rd, London",SE19 2PR,Restaurant,facebook_dm,http://www.facebook.com/evatheme,,,,http://www.facebook.com/evatheme,,+44 20 3859 2875,landline,https://tarorestaurants.uk/,https://maps.google.com/?cid=4929850400103611886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJG2pYURQBdkgR7j3-xdFYakQ
Crystal Palace,end_of_day_food,end_of_day_food,The Crystal Pantry,"Triangle House, 6 Church Rd, London",SE19 2ET,Cafe,walk_in,https://maps.google.com/?cid=497097910587562630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,,,+44 20 8653 2791,landline,,https://maps.google.com/?cid=497097910587562630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ67MrIkUBdkgRhhope-oL5gY
Crystal Palace,end_of_day_food,end_of_day_food,The Fino,"23 Westow Hill, London",SE19 1TQ,Coffee shop,email,thefino.crystalpalace@gmail.com,thefino.crystalpalace@gmail.com,,,,,+44 20 3648 4546,landline,http://www.thefino.co.uk/,https://maps.google.com/?cid=15876973141077173687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJjRUiUgABdkgRt6VStvNWVtw
Crystal Palace,end_of_day_food,end_of_day_food,Yaash Peri Peri,"78 Westow Hill, London",SE19 1SB,Takeout restaurant,walk_in,https://maps.google.com/?cid=2854197920205010485&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,,,+44 20 3686 3430,landline,,https://maps.google.com/?cid=2854197920205010485&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJfSSHpU0BdkgRNXZ64OIlnCc
Crystal Palace,end_of_day_food,end_of_day_food,Zola's,"Zola's, 28-30 Church Rd, London",SE19 2ET,Coffee shop,instagram_dm,https://www.instagram.com/zolasdayandnight/,,,https://www.instagram.com/zolasdayandnight/,,,,none,,https://maps.google.com/?cid=6602516011563404680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJiZP-7ZcBdkgRiM0QtVTZoFs
Crystal Palace,end_of_day_food,end_of_day_food,rymcafe,"49 Westow Hill, London",SE19 1TS,Food store,instagram_dm,https://www.instagram.com/rym_cafe_crystal_palace_/,,,https://www.instagram.com/rym_cafe_crystal_palace_/,,,+44 20 8670 0123,landline,,https://maps.google.com/?cid=4201229692229790068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJa0Lni78BdkgRdCkuYSXETTo
Herne Hill,curated_object,flowers,Brothers Green The Florist,"4-6 Half Moon Ln, London",SE24 9HU,Florist,email,info@concretejunglelondon.com,info@concretejunglelondon.com,,https://www.instagram.com/brothersgreen_uk,,https://wa.me/447865172138,+44 7865 172138,mobile,http://www.brothersgreenuk.com/,https://maps.google.com/?cid=4170531876565231265&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJazsTkEoFdkgRoSYdM6W04Dk
Herne Hill,curated_object,fashion,Brothers Green Vintage,"4 Half Moon Ln, London",SE24 9HU,Clothing store,email,info@concretejunglelondon.com,info@concretejunglelondon.com,,https://www.instagram.com/brothersgreen_uk,,,,none,https://brothersgreenuk.com/,https://maps.google.com/?cid=2425708265197579384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJMbFoacQFdkgReKzUs9DYqSE
Herne Hill,curated_object,books,Herne Hill Books,"289 Railton Rd, London",SE24 0LY,Book store,email,shop@claphambooks.com,shop@claphambooks.com,,,,,+44 20 7998 1673,landline,https://www.claphambooks.com/herne-hill,https://maps.google.com/?cid=10522510861181597228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJCSCpJnMEdkgRLDbrqeB3B5I
Herne Hill,curated_object,fashion,Lark Herne Hill,"317 Railton Rd, London",SE24 0JN,Gift shop,email,hello@larklondon.com,hello@larklondon.com,,,,,+44 20 7737 6599,landline,https://www.larklondon.com/,https://maps.google.com/?cid=14010391802494199498&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJhVH6cd4FdkgRyia2Nx3pbsI
Herne Hill,curated_object,books,The Paper Cat Children's Bookshop,"25 Half Moon Ln, London",SE24 9JU,Book store,email,info@papercatbookshop.co.uk,info@papercatbookshop.co.uk,,https://www.instagram.com/papercatbooks,,,+44 20 4568 1309,landline,https://www.papercatbookshop.co.uk/,https://maps.google.com/?cid=9398735453327558086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJudsopR4FdkgRxoV1IRkEb4I
Herne Hill,curated_object,wine,Wild + Lees,"2 Half Moon Ln, London",SE24 9HU,Liquor store,email,hello@wildandlees.com,hello@wildandlees.com,,http://instagram.com/wildandlees,https://www.facebook.com/wildandlees,https://wa.me/447985218570,+44 7985 218570,mobile,http://www.wildandlees.com/,https://maps.google.com/?cid=14161471294867672587&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJD-64OXMEdkgRC456qxynh8Q
Herne Hill,curated_object,fashion,Wish,"238 Railton Rd, London",SE24 0JT,Gift shop,whatsapp,https://wa.me/447949298956,,,,,https://wa.me/447949298956,+44 7949 298956,mobile,,https://maps.google.com/?cid=11555993085082610169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJFWXxL3MEdkgR-Sk4D3wiX6A
Herne Hill,empty_chair,empty_chair,Aitch SE24,"22 Half Moon Ln, London",SE24 9HU,Hair salon,email,hello@aitch.london,hello@aitch.london,,https://www.instagram.com/aitchse24,https://www.facebook.com/AitchSE24,,+44 20 7733 5649,landline,https://www.aitch.london/,https://maps.google.com/?cid=1228097108569563060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJA0IJWnMEdkgRtB_5QdATCxE
Herne Hill,empty_chair,empty_chair,Clepsydra Barbers,"2A Half Moon Ln, London",SE24 9HU,Barber shop,email,diako12345@hotmail.com,diako12345@hotmail.com,,,,,+44 20 7738 7483,landline,https://clepsydra-barbers.ueniweb.com/,https://maps.google.com/?cid=10494401215570652464&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ4yeI4cYFdkgRMC2EyE2ao5E
Herne Hill,empty_chair,empty_chair,Fringe Hair Salon,"19 Half Moon Ln, London",SE24 9JU,Hair salon,email,info@fringehernehill.com,info@fringehernehill.com,,,,,+44 20 7738 3940,landline,http://www.fringehernehill.com/,https://maps.google.com/?cid=10714215919178125889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJjxarXXMEdkgRQZJytZyKsJQ
Herne Hill,empty_chair,empty_chair,Glistering Nails,"21 Half Moon Ln, London",SE24 9JU,Nail salon,instagram_dm,https://www.instagram.com/glisteringnails/,,,https://www.instagram.com/glisteringnails/,,,+44 20 7733 1361,landline,,https://maps.google.com/?cid=856266131672435521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJVfMsXHMEdkgRQYuIk4IR4gs
Herne Hill,empty_chair,empty_chair,Myla and Davis,"204 Railton Rd, London",SE24 0JT,Hair salon,email,weddings@mylaanddavis.co.uk,weddings@mylaanddavis.co.uk,,https://www.instagram.com/mylaanddavis,https://www.facebook.com/538667706505389,,+44 20 7207 2865,landline,http://www.mylaanddavis.co.uk/,https://maps.google.com/?cid=17488436288853886614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ4-Kb4HIEdkgRlsYvoiVos_I
Herne Hill,empty_chair,empty_chair,Our Little Secret,"118 Railton Rd, London",SE24 0JX,Hair salon,email,ourlittlesecretisus@gmail.com,ourlittlesecretisus@gmail.com,,,https://www.facebook.com/127556027293121,https://wa.me/447934586863,+44 7934 586863,mobile,https://www.ourlittlesecrethernehill.com/,https://maps.google.com/?cid=16964731368092113433&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJQ1qrenIEdkgRGZoO2UvVbus
Herne Hill,end_of_day_food,end_of_day_food,Arapina Bakery - Herne Hill Market,"Railton Rd, London",SE24 0JN,Bakery,email,marketing@arapina.co.uk,marketing@arapina.co.uk,,https://www.instagram.com/arapina_bakery,https://www.facebook.com/ArapinaBakery,,+44 20 8469 1764,landline,https://arapina.co.uk/,https://maps.google.com/?cid=11788080793922963091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJd7P8cu0FdkgRkwZisQatl6M
Herne Hill,end_of_day_food,end_of_day_food,Blackbird Bakery Herne Hill,"230 Railton Rd, London",SE24 0JT,Bakery,email,blackbirdbakerylondon@gmail.com,blackbirdbakerylondon@gmail.com,,https://www.instagram.com/blackbirdbakerylondon,https://www.facebook.com/BlackbirdBakeryLondon,,+44 20 7095 8800,landline,http://www.blackbirdbakerylondon.co.uk/,https://maps.google.com/?cid=14356993243372168109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJLY9E3nIEdkgRraPhyUlJPsc
Herne Hill,end_of_day_food,end_of_day_food,Cafe' del Cuore (cafe' of the heart),"135 Half Moon Ln, London",SE24 9JY,Deli,instagram_dm,https://www.instagram.com/cafedelcuore/,,,https://www.instagram.com/cafedelcuore/,,,+44 20 8166 6205,landline,,https://maps.google.com/?cid=527732763861296915&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJtUniX3UEdkgRE6dJFifiUgc
Herne Hill,end_of_day_food,end_of_day_food,Christopher's,"145 Half Moon Ln, London",SE24 9JY,Bakery,email,christophersfoh@gmail.com,christophersfoh@gmail.com,,https://www.instagram.com/christophersbakery,https://www.facebook.com/christophersbakery,,,none,https://www.christophers-bakery.com/,https://maps.google.com/?cid=9473860041880055304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJYcwwmIoDdkgRCC4HcIPpeYM
Herne Hill,end_of_day_food,end_of_day_food,Flo's,"23 Half Moon Ln, London",SE24 9JU,Coffee shop,instagram_dm,https://www.instagram.com/flos_hernehill/,,,https://www.instagram.com/flos_hernehill/,,,,none,,https://maps.google.com/?cid=10918893713259008722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJiR62zSYFdkgR0pIMP_uzh5c
Herne Hill,end_of_day_food,end_of_day_food,GAIL's Bakery Herne Hill,"214-216 Railton Rd, London",SE24 0JT,Bakery,instagram_dm,https://www.instagram.com/gailsbakery,,mirandasmith04@yahoo.co.uk,https://www.instagram.com/gailsbakery,http://www.facebook.com/GAILs.Bakery,,+44 20 3848 9716,landline,https://gailsbread.co.uk/bakeries/herne-hill/,https://maps.google.com/?cid=9161927782474988855&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJSZfqN_UFdkgRNz00tMa0JX8
Herne Hill,end_of_day_food,end_of_day_food,Herne Hill Foods,"240 Railton Rd, London",SE24 0JT,Restaurant,walk_in,https://maps.google.com/?cid=183018873576433583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,,,,+44 20 7738 3400,landline,,https://maps.google.com/?cid=183018873576433583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJbcqu1ugFdkgRrye3IrI2igI
Herne Hill,end_of_day_food,end_of_day_food,Kai Hung,"88 Railton Rd, London",SE24 0LD,Takeout restaurant,email,khlondonuk@hotmail.com,khlondonuk@hotmail.com,,,https://www.facebook.com/kaihungonline,,+44 20 7733 6566,landline,http://www.kaihungonline.co.uk/,https://maps.google.com/?cid=12384985558293650146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJTVXxdm4EdkgR4ppvLr9O4Ks
Herne Hill,end_of_day_food,end_of_day_food,Koala Coffee & Ice Cream,"64 Railton Rd, London",SE24 0LF,Coffee shop,email,koala@koalacoffee.co.uk,koala@koalacoffee.co.uk,,https://www.instagram.com/koalabrixton,https://www.facebook.com/482713478521459,,,none,http://www.koalacoffee.co.uk/,https://maps.google.com/?cid=1496409423528534452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJMQkh54IFdkgRtCH3P3FQxBQ
Herne Hill,end_of_day_food,end_of_day_food,Llewelyn's,"293-295 Railton Rd, London",SE24 0JP,Restaurant,email,bookings@llewelyns-restaurant.co.uk,bookings@llewelyns-restaurant.co.uk,,https://www.instagram.com/llewelynslondon,,,,none,https://www.llewelyns-restaurant.co.uk/,https://maps.google.com/?cid=14574838488874065368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ35SN4HIEdkgR2J0HhGI6RMo
Herne Hill,end_of_day_food,end_of_day_food,Macatia and Coffee,"1A Half Moon Ln, London",SE24 9JU,Coffee shop,email,info@stagheaddesigns.com,info@stagheaddesigns.com,,https://www.instagram.com/macatia.andcoffee,,,,none,http://www.macatia.co.uk/,https://maps.google.com/?cid=9153654914021987747&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJOaTXQzYFdkgRoxXKaqVQCH8
Herne Hill,end_of_day_food,end_of_day_food,Maureen's Brixton Kitchen,"52 Railton Rd, London",SE24 0LF,Restaurant,instagram_dm,https://www.instagram.com/maureensbrixtonkitchen,,,https://www.instagram.com/maureensbrixtonkitchen,,https://wa.me/447940382501,+44 7940 382501,mobile,https://www.instagram.com/maureensbrixtonkitchen,https://maps.google.com/?cid=16819662819322173819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJx79BMgAFdkgRexmLQzhya-k
Herne Hill,end_of_day_food,end_of_day_food,Mino Pottery Painting & Cafe,"16 Half Moon Ln, London",SE24 9HU,Cafe,email,contact@minopotterypainting.co.uk,contact@minopotterypainting.co.uk,,https://www.instagram.com/minopotterypainting,,,+44 20 3815 2671,landline,https://www.minopotterypainting.co.uk/,https://maps.google.com/?cid=10691675007786615163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJf0U5FqEFdkgRewELzcV1YJQ
Herne Hill,end_of_day_food,end_of_day_food,"Perks & White coffee, Herne Hill Station","Station Ticket Hall, Herne Hill, Railton Rd, London",SE24 0JW,Coffee shop,email,hello@perksandwhite.com,hello@perksandwhite.com,,https://www.instagram.com/perksandwhite,https://www.facebook.com/perksandwhitecoffee,https://wa.me/447848172681,+44 7848 172681,mobile,http://www.perksandwhite.com/,https://maps.google.com/?cid=16330727062790054789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJYZdOSd8FdkgRhaN1Xb1louI
Herne Hill,end_of_day_food,end_of_day_food,"Perks & White coffee, Ticket Hall - Herne Hill Station","Ticket Hall, Herne Hill Station, Railton Rd, London",SE24 0JW,Cafe,email,hello@perksandwhite.com,hello@perksandwhite.com,,https://www.instagram.com/perksandwhite,https://www.facebook.com/perksandwhitecoffee,,+44 20 8678 0002,landline,https://www.perksandwhite.com/,https://maps.google.com/?cid=825188137314463942&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJS1N1x8UFdkgRxrB-JT2ocws
Herne Hill,end_of_day_food,end_of_day_food,Railton Lounge,"126 Railton Rd, London",SE24 0JX,Coffee shop,whatsapp,https://wa.me/447398865020,,,,,https://wa.me/447398865020,+44 7398 865020,mobile,,https://maps.google.com/?cid=7905244433343589811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJuc7P7JMFdkgRsy0UqO0RtW0
Herne Hill,end_of_day_food,end_of_day_food,Sesami,"307 Railton Rd, London",SE24 0JN,Coffee shop,email,hellosesami@gmail.com,hellosesami@gmail.com,,,https://www.facebook.com/sesami.co.uk,https://wa.me/447519433136,+44 7519 433136,mobile,http://www.sesami.co.uk/,https://maps.google.com/?cid=14748863462415087487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ1WQWdlgFdkgRfzf9HS19rsw
Herne Hill,end_of_day_food,end_of_day_food,West 16th,"137 Half Moon Ln, London",SE24 9JY,Restaurant,email,zita@west16th.co.uk,zita@west16th.co.uk,,,,,,none,https://www.west16th.co.uk/,https://maps.google.com/?cid=17742660564434341655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJcS9s55YDdkgRF89wWceXOvY
Brixton Village,curated_object,books,ABLE REBIRTH RECORDS,"0 1, Green Man Court, 229 Coldharbour Ln, London",SW9 8RR,Manufacturer,facebook_dm,https://facebook.com/evowlvedbrands,,info@evowlvedbrands.com,,https://facebook.com/evowlvedbrands,https://wa.me/447950756461,+44 7950 756461,mobile,https://soloist.ai/ablerebirthrecords,https://maps.google.com/?cid=9707210596046905135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ51yHpd8FdkgRL59IKZvwtoY
Brixton Village,curated_object,books,Beautiful Books,"24 Brixton Station Rd, London",SW9 8PD,Book store,email,servicebeautifulbooks@yahoo.co.uk,servicebeautifulbooks@yahoo.co.uk,,,,,+44 20 7738 3302,landline,http://lef-beautifulbooks.co.uk/,https://maps.google.com/?cid=10574214715312756698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJq6qqqmcEdkgR2tfsTEIov5I
Brixton Village,curated_object,books,BookMongers,"439 Coldharbour Ln, London",SW9 8LN,Book store,email,book.mongers80@gmail.com,book.mongers80@gmail.com,,https://instagram.com/bookmongersbrixton,,,+44 20 7738 4225,landline,https://bookmongers.com/,https://maps.google.com/?cid=3739663887928232517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ1fPOjmgEdkgRRYpRE3705TM
Brixton Village,curated_object,wine,Bottle + Rye,"Ground Floor, 404-406 Market Row, London",SW9 8LD,Wine bar,email,reservations@bottleandrye.com,reservations@bottleandrye.com,,,,,,none,http://www.bottleandrye.com/,https://maps.google.com/?cid=2459350780900952264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ30NQAHAFdkgRyEiuSYFeISI
Brixton Village,curated_object,fashion,Diverse,"390 Coldharbour Ln, London",SW9 8LF,Gift shop,email,info@diversegifts.co.uk,info@diversegifts.co.uk,,https://www.instagram.com/diversegifts,https://facebook.com/diversebrixton,,+44 20 7733 1488,landline,http://www.diversegifts.co.uk/,https://maps.google.com/?cid=12837473345091483639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJEe-5Sm8EdkgR9ze50_3dJ7I
Brixton Village,curated_object,fashion,Full Moon Designs,"8, Brixton Village, First Avenue, London",SW9 8PR,Jewelry store,email,contact@fullmoondesigns.co.uk,contact@fullmoondesigns.co.uk,,https://instagram.com/fullmoondesigns,https://facebook.com/fullmoondesigns,https://wa.me/447947485376,+44 7947 485376,mobile,http://fullmoondesigns.co.uk/,https://maps.google.com/?cid=5710432260591133614&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJZcf8qGgEdkgRriN3xuKHP08
Brixton Village,curated_object,wine,Ghost Whale,"70 Atlantic Rd, London",SW9 8PX,Liquor store,email,brixton@ghostwhalelondon.com,brixton@ghostwhalelondon.com,,https://www.instagram.com/ghostwhalelondon,https://www.facebook.com/GhostWhaleLondon,,+44 20 7207 1641,landline,http://www.ghostwhalelondon.com/,https://maps.google.com/?cid=6398170059585066468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ09CeNW8EdkgR5JUbLsXdylg
Brixton Village,curated_object,fashion,Lalune London,"Lalune, 24 Market Row, London",SW9 8LB,Jewelry store,email,contact@lalunelondon.com,contact@lalunelondon.com,,https://www.instagram.com/laluneldn,,https://wa.me/447511641910,+44 7511 641910,mobile,http://lalunelondon.com/,https://maps.google.com/?cid=6591613771666786897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJy6FSmoup2EcRUYrFLM0dels
Brixton Village,curated_object,fashion,Rachel & Malika's,"Granville Arcade, Coldharbour Ln, London",SW9 8PR,Gift shop,email,rachelandmalikas@gmail.com,rachelandmalikas@gmail.com,,https://www.instagram.com/rachelmalikas,https://www.facebook.com/RachelandMalikas,https://wa.me/447988318125,+44 7988 318125,mobile,http://www.rachelandmalikas.com/,https://maps.google.com/?cid=15503918495057899054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJxy6Lq2gEdkgRLu6IXLr7KNc
Brixton Village,curated_object,books,Round Table Books,"Brixton Village, 10-11 Granville Arcade, Coldharbour Ln, London",SW9 8PR,Book store,email,bookshop@roundtablebooks.co.uk,bookshop@roundtablebooks.co.uk,,https://www.instagram.com/roundtablebooks,https://www.facebook.com/RoundtableBookshop,,+44 20 7274 0030,landline,http://roundtablebooks.co.uk/,https://maps.google.com/?cid=11958101246039214675&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJjYfNROgFdkgRU8pS_rm186U
Brixton Village,empty_chair,empty_chair,403 Barber Lane Brixton,"403 Coldharbour Ln, London",SW9 8LQ,Barber shop,instagram_dm,https://www.instagram.com/403barberlane,,,https://www.instagram.com/403barberlane,,https://wa.me/447894657172,+44 7894 657172,mobile,https://www.403barberlane.com/,https://maps.google.com/?cid=16062481991867213629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJA6MWGOwFdkgRPada2ERm6d4
Brixton Village,empty_chair,empty_chair,Ama (Brixton),"Gresham Cafe, 340 Coldharbour Ln, London",SW9 8QH,Nail salon,email,info@amathesalon.com,info@amathesalon.com,,http://instagram.com/amathesalon,https://www.facebook.com/Ama-The-Salon-2012418732354503,,+44 20 7095 8088,landline,http://www.amathesalon.com/,https://maps.google.com/?cid=17034946806890888163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJj3ETAi0FdkgR4_tnqN1JaOw
Brixton Village,empty_chair,empty_chair,Amy's Beauty Salon,"15 Brixton Station Rd, London",SW9 8PB,Beauty salon,whatsapp,https://wa.me/447515110700,,,,,https://wa.me/447515110700,+44 7515 110700,mobile,,https://maps.google.com/?cid=9198201687016962753&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJMSaLZO0FdkgRwXoLP7OTpn8
Brixton Village,empty_chair,empty_chair,André Pierre,"393 Coldharbour Ln, London",SW9 8LQ,Hair salon,email,info@andre-pierre.com,info@andre-pierre.com,,,,https://wa.me/447593001733,+44 7593 001733,mobile,http://www.andre-pierre.com/,https://maps.google.com/?cid=17225270891360938281&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJ9xwiu2gEdkgRKelxv5x0DO8
Brixton Village,empty_chair,empty_chair,Astelle Beauty Palace,"16 Brixton Station Rd, London",SW9 7PD,Beauty salon,facebook_dm,https://www.facebook.com/Sharikkhanjr1,,,,https://www.facebook.com/Sharikkhanjr1,https://wa.me/447427406232,+44 7427 406232,mobile,https://sites.google.com/view/astellebeautypalace/,https://maps.google.com/?cid=12752741938960252537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ChIJH39u4HQFdkgReb7z_znX-rA
